id_legislatura,id_diputado,nombre,fecha,page,pdffile
10,242,"Alegría Continente,María Pilar",20121129,2,data/pdf/10_242_20121129-page2.pdf
10,242,"Alegría Continente,María Pilar",20121129,3,data/pdf/10_242_20121129-page3.pdf
10,242,"Alegría Continente,María Pilar",20121129,4,data/pdf/10_242_20121129-page4.pdf
10,242,"Alegría Continente,María Pilar",20121129,5,data/pdf/10_242_20121129-page5.pdf
10,150,"Alonso Aranegui,Alfonso",20111226,1,data/pdf/10_150_20111226-page1.pdf
10,150,"Alonso Aranegui,Alfonso",20111226,2,data/pdf/10_150_20111226-page2.pdf
10,150,"Alonso Aranegui,Alfonso",20111226,3,data/pdf/10_150_20111226-page3.pdf
10,150,"Alonso Aranegui,Alfonso",20111226,4,data/pdf/10_150_20111226-page4.pdf
10,150,"Alonso Aranegui,Alfonso",20111226,5,data/pdf/10_150_20111226-page5.pdf
10,123,"Alonso Núñez,Alejandro",20111130,1,data/pdf/10_123_20111130-page1.pdf
10,123,"Alonso Núñez,Alejandro",20111130,2,data/pdf/10_123_20111130-page2.pdf
10,123,"Alonso Núñez,Alejandro",20111130,3,data/pdf/10_123_20111130-page3.pdf
10,123,"Alonso Núñez,Alejandro",20111130,4,data/pdf/10_123_20111130-page4.pdf
10,123,"Alonso Núñez,Alejandro",20111130,5,data/pdf/10_123_20111130-page5.pdf
10,225,"Alonso Ruiz,José María",20120315,1,data/pdf/10_225_20120315-page1.pdf
10,225,"Alonso Ruiz,José María",20120315,2,data/pdf/10_225_20120315-page2.pdf
10,225,"Alonso Ruiz,José María",20120315,3,data/pdf/10_225_20120315-page3.pdf
10,225,"Alonso Ruiz,José María",20120315,4,data/pdf/10_225_20120315-page4.pdf
10,225,"Alonso Ruiz,José María",20120315,5,data/pdf/10_225_20120315-page5.pdf
10,99,"Álvarez Álvarez,Ángeles",20111130,1,data/pdf/10_99_20111130-page1.pdf
10,99,"Álvarez Álvarez,Ángeles",20111130,2,data/pdf/10_99_20111130-page2.pdf
10,99,"Álvarez Álvarez,Ángeles",20111130,3,data/pdf/10_99_20111130-page3.pdf
10,99,"Álvarez Álvarez,Ángeles",20111130,4,data/pdf/10_99_20111130-page4.pdf
10,99,"Álvarez Álvarez,Ángeles",20111130,5,data/pdf/10_99_20111130-page5.pdf
10,312,"Álvarez de Toledo Peralta Ramos,Cayetana",20120209,1,data/pdf/10_312_20120209-page1.pdf
10,312,"Álvarez de Toledo Peralta Ramos,Cayetana",20120209,2,data/pdf/10_312_20120209-page2.pdf
10,312,"Álvarez de Toledo Peralta Ramos,Cayetana",20120209,3,data/pdf/10_312_20120209-page3.pdf
10,312,"Álvarez de Toledo Peralta Ramos,Cayetana",20120209,4,data/pdf/10_312_20120209-page4.pdf
10,312,"Álvarez de Toledo Peralta Ramos,Cayetana",20120209,5,data/pdf/10_312_20120209-page5.pdf
10,226,"Álvarez Sostres,Enrique",20111202,1,data/pdf/10_226_20111202-page1.pdf
10,226,"Álvarez Sostres,Enrique",20111202,2,data/pdf/10_226_20111202-page2.pdf
10,226,"Álvarez Sostres,Enrique",20111202,3,data/pdf/10_226_20111202-page3.pdf
10,226,"Álvarez Sostres,Enrique",20111202,4,data/pdf/10_226_20111202-page4.pdf
10,226,"Álvarez Sostres,Enrique",20111202,5,data/pdf/10_226_20111202-page5.pdf
10,74,"Álvarez-Arenas Cisneros,María del Carmen",20111129,1,data/pdf/10_74_20111129-page1.pdf
10,74,"Álvarez-Arenas Cisneros,María del Carmen",20111129,2,data/pdf/10_74_20111129-page2.pdf
10,74,"Álvarez-Arenas Cisneros,María del Carmen",20111129,3,data/pdf/10_74_20111129-page3.pdf
10,74,"Álvarez-Arenas Cisneros,María del Carmen",20111129,4,data/pdf/10_74_20111129-page4.pdf
10,74,"Álvarez-Arenas Cisneros,María del Carmen",20111129,5,data/pdf/10_74_20111129-page5.pdf
10,45,"Anchuelo Crego,Álvaro",20111130,1,data/pdf/10_45_20111130-page1.pdf
10,45,"Anchuelo Crego,Álvaro",20111130,2,data/pdf/10_45_20111130-page2.pdf
10,45,"Anchuelo Crego,Álvaro",20111130,3,data/pdf/10_45_20111130-page3.pdf
10,45,"Anchuelo Crego,Álvaro",20111130,4,data/pdf/10_45_20111130-page4.pdf
10,45,"Anchuelo Crego,Álvaro",20111130,5,data/pdf/10_45_20111130-page5.pdf
10,148,"Angulo Romero,María Teresa",20111212,1,data/pdf/10_148_20111212-page1.pdf
10,148,"Angulo Romero,María Teresa",20111212,2,data/pdf/10_148_20111212-page2.pdf
10,148,"Angulo Romero,María Teresa",20111212,3,data/pdf/10_148_20111212-page3.pdf
10,148,"Angulo Romero,María Teresa",20111212,4,data/pdf/10_148_20111212-page4.pdf
10,148,"Angulo Romero,María Teresa",20111212,5,data/pdf/10_148_20111212-page5.pdf
10,148,"Angulo Romero,María Teresa",20120307,1,data/pdf/10_148_20120307-page1.pdf
10,148,"Angulo Romero,María Teresa",20120307,2,data/pdf/10_148_20120307-page2.pdf
10,148,"Angulo Romero,María Teresa",20120307,3,data/pdf/10_148_20120307-page3.pdf
10,148,"Angulo Romero,María Teresa",20120307,4,data/pdf/10_148_20120307-page4.pdf
10,148,"Angulo Romero,María Teresa",20120307,5,data/pdf/10_148_20120307-page5.pdf
10,148,"Angulo Romero,María Teresa",20121129,1,data/pdf/10_148_20121129-page1.pdf
10,148,"Angulo Romero,María Teresa",20121129,2,data/pdf/10_148_20121129-page2.pdf
10,148,"Angulo Romero,María Teresa",20121129,3,data/pdf/10_148_20121129-page3.pdf
10,148,"Angulo Romero,María Teresa",20121129,4,data/pdf/10_148_20121129-page4.pdf
10,148,"Angulo Romero,María Teresa",20121129,5,data/pdf/10_148_20121129-page5.pdf
10,108,"Aragonés Mendiguchía,Carlos",20120530,1,data/pdf/10_108_20120530-page1.pdf
10,108,"Aragonés Mendiguchía,Carlos",20120530,2,data/pdf/10_108_20120530-page2.pdf
10,108,"Aragonés Mendiguchía,Carlos",20120530,3,data/pdf/10_108_20120530-page3.pdf
10,108,"Aragonés Mendiguchía,Carlos",20120530,4,data/pdf/10_108_20120530-page4.pdf
10,108,"Aragonés Mendiguchía,Carlos",20120530,5,data/pdf/10_108_20120530-page5.pdf
10,355,"Araújo Gil,Rogelio",20120118,1,data/pdf/10_355_20120118-page1.pdf
10,355,"Araújo Gil,Rogelio",20120118,2,data/pdf/10_355_20120118-page2.pdf
10,355,"Araújo Gil,Rogelio",20120118,3,data/pdf/10_355_20120118-page3.pdf
10,355,"Araújo Gil,Rogelio",20120118,4,data/pdf/10_355_20120118-page4.pdf
10,355,"Araújo Gil,Rogelio",20120118,5,data/pdf/10_355_20120118-page5.pdf
10,4,"Ares Martínez-Fortún,María de la O",20111128,1,data/pdf/10_4_20111128-page1.pdf
10,4,"Ares Martínez-Fortún,María de la O",20111128,2,data/pdf/10_4_20111128-page2.pdf
10,4,"Ares Martínez-Fortún,María de la O",20111128,3,data/pdf/10_4_20111128-page3.pdf
10,4,"Ares Martínez-Fortún,María de la O",20111128,4,data/pdf/10_4_20111128-page4.pdf
10,4,"Ares Martínez-Fortún,María de la O",20111128,5,data/pdf/10_4_20111128-page5.pdf
10,35,"Arias Cañete,Miguel",20111129,1,data/pdf/10_35_20111129-page1.pdf
10,35,"Arias Cañete,Miguel",20111129,2,data/pdf/10_35_20111129-page2.pdf
10,35,"Arias Cañete,Miguel",20111129,3,data/pdf/10_35_20111129-page3.pdf
10,35,"Arias Cañete,Miguel",20111129,4,data/pdf/10_35_20111129-page4.pdf
10,35,"Arias Cañete,Miguel",20111129,5,data/pdf/10_35_20111129-page5.pdf
10,340,"Ariztegui Larrañaga,Maite",20111212,1,data/pdf/10_340_20111212-page1.pdf
10,340,"Ariztegui Larrañaga,Maite",20111212,2,data/pdf/10_340_20111212-page2.pdf
10,340,"Ariztegui Larrañaga,Maite",20111212,3,data/pdf/10_340_20111212-page3.pdf
10,340,"Ariztegui Larrañaga,Maite",20111212,4,data/pdf/10_340_20111212-page4.pdf
10,340,"Ariztegui Larrañaga,Maite",20111212,5,data/pdf/10_340_20111212-page5.pdf
10,172,"Asian González,Matilde Pastora",20111201,1,data/pdf/10_172_20111201-page1.pdf
10,172,"Asian González,Matilde Pastora",20111201,2,data/pdf/10_172_20111201-page2.pdf
10,172,"Asian González,Matilde Pastora",20111201,3,data/pdf/10_172_20111201-page3.pdf
10,172,"Asian González,Matilde Pastora",20111201,4,data/pdf/10_172_20111201-page4.pdf
10,172,"Asian González,Matilde Pastora",20111201,5,data/pdf/10_172_20111201-page5.pdf
10,243,"Astarloa Huarte-Mendicoa,Ignacio",20111207,1,data/pdf/10_243_20111207-page1.pdf
10,243,"Astarloa Huarte-Mendicoa,Ignacio",20111207,2,data/pdf/10_243_20111207-page2.pdf
10,243,"Astarloa Huarte-Mendicoa,Ignacio",20111207,3,data/pdf/10_243_20111207-page3.pdf
10,243,"Astarloa Huarte-Mendicoa,Ignacio",20111207,4,data/pdf/10_243_20111207-page4.pdf
10,243,"Astarloa Huarte-Mendicoa,Ignacio",20111207,5,data/pdf/10_243_20111207-page5.pdf
10,29,"Ayala Sánchez,Andrés José",20111129,1,data/pdf/10_29_20111129-page1.pdf
10,29,"Ayala Sánchez,Andrés José",20111129,2,data/pdf/10_29_20111129-page2.pdf
10,29,"Ayala Sánchez,Andrés José",20111129,3,data/pdf/10_29_20111129-page3.pdf
10,29,"Ayala Sánchez,Andrés José",20111129,4,data/pdf/10_29_20111129-page4.pdf
10,29,"Ayala Sánchez,Andrés José",20111129,5,data/pdf/10_29_20111129-page5.pdf
10,29,"Ayala Sánchez,Andrés José",20121113,1,data/pdf/10_29_20121113-page1.pdf
10,29,"Ayala Sánchez,Andrés José",20121113,2,data/pdf/10_29_20121113-page2.pdf
10,29,"Ayala Sánchez,Andrés José",20121113,3,data/pdf/10_29_20121113-page3.pdf
10,29,"Ayala Sánchez,Andrés José",20121113,4,data/pdf/10_29_20121113-page4.pdf
10,29,"Ayala Sánchez,Andrés José",20121113,5,data/pdf/10_29_20121113-page5.pdf
10,217,"Ayllón Manso,José Luis",20111221,1,data/pdf/10_217_20111221-page1.pdf
10,217,"Ayllón Manso,José Luis",20111221,2,data/pdf/10_217_20111221-page2.pdf
10,217,"Ayllón Manso,José Luis",20111221,3,data/pdf/10_217_20111221-page3.pdf
10,217,"Ayllón Manso,José Luis",20111221,4,data/pdf/10_217_20111221-page4.pdf
10,217,"Ayllón Manso,José Luis",20111221,5,data/pdf/10_217_20111221-page5.pdf
10,245,"Azpiazu Uriarte,Pedro María",20111202,1,data/pdf/10_245_20111202-page1.pdf
10,245,"Azpiazu Uriarte,Pedro María",20111202,2,data/pdf/10_245_20111202-page2.pdf
10,245,"Azpiazu Uriarte,Pedro María",20111202,3,data/pdf/10_245_20111202-page3.pdf
10,245,"Azpiazu Uriarte,Pedro María",20111202,4,data/pdf/10_245_20111202-page4.pdf
10,245,"Azpiazu Uriarte,Pedro María",20111202,5,data/pdf/10_245_20111202-page5.pdf
10,276,"Azpiroz Villar,José Eugenio",20111205,1,data/pdf/10_276_20111205-page1.pdf
10,276,"Azpiroz Villar,José Eugenio",20111205,2,data/pdf/10_276_20111205-page2.pdf
10,276,"Azpiroz Villar,José Eugenio",20111205,3,data/pdf/10_276_20111205-page3.pdf
10,276,"Azpiroz Villar,José Eugenio",20111205,4,data/pdf/10_276_20111205-page4.pdf
10,276,"Azpiroz Villar,José Eugenio",20111205,5,data/pdf/10_276_20111205-page5.pdf
10,276,"Azpiroz Villar,José Eugenio",20130206,1,data/pdf/10_276_20130206-page1.pdf
10,276,"Azpiroz Villar,José Eugenio",20130206,2,data/pdf/10_276_20130206-page2.pdf
10,276,"Azpiroz Villar,José Eugenio",20130206,3,data/pdf/10_276_20130206-page3.pdf
10,276,"Azpiroz Villar,José Eugenio",20130206,4,data/pdf/10_276_20130206-page4.pdf
10,276,"Azpiroz Villar,José Eugenio",20130206,5,data/pdf/10_276_20130206-page5.pdf
10,371,"Baena Azuaga,María del Mar",20120719,1,data/pdf/10_371_20120719-page1.pdf
10,371,"Baena Azuaga,María del Mar",20120719,2,data/pdf/10_371_20120719-page2.pdf
10,371,"Baena Azuaga,María del Mar",20120719,3,data/pdf/10_371_20120719-page3.pdf
10,371,"Baena Azuaga,María del Mar",20120719,4,data/pdf/10_371_20120719-page4.pdf
10,371,"Baena Azuaga,María del Mar",20120719,5,data/pdf/10_371_20120719-page5.pdf
10,250,"Bajo Prieto,María Luz",20111202,1,data/pdf/10_250_20111202-page1.pdf
10,250,"Bajo Prieto,María Luz",20111202,2,data/pdf/10_250_20111202-page2.pdf
10,250,"Bajo Prieto,María Luz",20111202,3,data/pdf/10_250_20111202-page3.pdf
10,250,"Bajo Prieto,María Luz",20111202,4,data/pdf/10_250_20111202-page4.pdf
10,250,"Bajo Prieto,María Luz",20111202,5,data/pdf/10_250_20111202-page5.pdf
10,275,"Baldoví Roda,Joan",20120125,1,data/pdf/10_275_20120125-page1.pdf
10,275,"Baldoví Roda,Joan",20120125,2,data/pdf/10_275_20120125-page2.pdf
10,275,"Baldoví Roda,Joan",20120125,3,data/pdf/10_275_20120125-page3.pdf
10,275,"Baldoví Roda,Joan",20120125,4,data/pdf/10_275_20120125-page4.pdf
10,275,"Baldoví Roda,Joan",20120125,5,data/pdf/10_275_20120125-page5.pdf
10,26,"Báñez García,María Fátima",20111129,1,data/pdf/10_26_20111129-page1.pdf
10,26,"Báñez García,María Fátima",20111129,2,data/pdf/10_26_20111129-page2.pdf
10,26,"Báñez García,María Fátima",20111129,3,data/pdf/10_26_20111129-page3.pdf
10,26,"Báñez García,María Fátima",20111129,4,data/pdf/10_26_20111129-page4.pdf
10,26,"Báñez García,María Fátima",20111129,5,data/pdf/10_26_20111129-page5.pdf
10,193,"Barberà i Montserrat,Martí",20111201,1,data/pdf/10_193_20111201-page1.pdf
10,193,"Barberà i Montserrat,Martí",20111201,2,data/pdf/10_193_20111201-page2.pdf
10,193,"Barberà i Montserrat,Martí",20111201,3,data/pdf/10_193_20111201-page3.pdf
10,193,"Barberà i Montserrat,Martí",20111201,4,data/pdf/10_193_20111201-page4.pdf
10,193,"Barberà i Montserrat,Martí",20111201,5,data/pdf/10_193_20111201-page5.pdf
10,271,"Barkos Berruezo,Uxue",20111229,1,data/pdf/10_271_20111229-page1.pdf
10,271,"Barkos Berruezo,Uxue",20111229,2,data/pdf/10_271_20111229-page2.pdf
10,271,"Barkos Berruezo,Uxue",20111229,3,data/pdf/10_271_20111229-page3.pdf
10,271,"Barkos Berruezo,Uxue",20111229,4,data/pdf/10_271_20111229-page4.pdf
10,271,"Barkos Berruezo,Uxue",20111229,5,data/pdf/10_271_20111229-page5.pdf
10,271,"Barkos Berruezo,Uxue",20130613,1,data/pdf/10_271_20130613-page1.pdf
10,271,"Barkos Berruezo,Uxue",20130613,2,data/pdf/10_271_20130613-page2.pdf
10,271,"Barkos Berruezo,Uxue",20130613,3,data/pdf/10_271_20130613-page3.pdf
10,271,"Barkos Berruezo,Uxue",20130613,4,data/pdf/10_271_20130613-page4.pdf
10,271,"Barkos Berruezo,Uxue",20130613,5,data/pdf/10_271_20130613-page5.pdf
10,149,"Barreda de los Ríos,Leopoldo",20111227,1,data/pdf/10_149_20111227-page1.pdf
10,149,"Barreda de los Ríos,Leopoldo",20111227,2,data/pdf/10_149_20111227-page2.pdf
10,149,"Barreda de los Ríos,Leopoldo",20111227,3,data/pdf/10_149_20111227-page3.pdf
10,149,"Barreda de los Ríos,Leopoldo",20111227,4,data/pdf/10_149_20111227-page4.pdf
10,149,"Barreda de los Ríos,Leopoldo",20111227,5,data/pdf/10_149_20111227-page5.pdf
10,293,"Barreda Fontes,José María",20111205,1,data/pdf/10_293_20111205-page1.pdf
10,293,"Barreda Fontes,José María",20111205,2,data/pdf/10_293_20111205-page2.pdf
10,293,"Barreda Fontes,José María",20111205,3,data/pdf/10_293_20111205-page3.pdf
10,293,"Barreda Fontes,José María",20111205,4,data/pdf/10_293_20111205-page4.pdf
10,293,"Barreda Fontes,José María",20111205,5,data/pdf/10_293_20111205-page5.pdf
10,107,"Barreiro Álvarez,Pilar",20120306,1,data/pdf/10_107_20120306-page1.pdf
10,107,"Barreiro Álvarez,Pilar",20120306,2,data/pdf/10_107_20120306-page2.pdf
10,107,"Barreiro Álvarez,Pilar",20120306,3,data/pdf/10_107_20120306-page3.pdf
10,107,"Barreiro Álvarez,Pilar",20120306,4,data/pdf/10_107_20120306-page4.pdf
10,107,"Barreiro Álvarez,Pilar",20120306,5,data/pdf/10_107_20120306-page5.pdf
10,107,"Barreiro Álvarez,Pilar",20130424,1,data/pdf/10_107_20130424-page1.pdf
10,107,"Barreiro Álvarez,Pilar",20130424,2,data/pdf/10_107_20130424-page2.pdf
10,107,"Barreiro Álvarez,Pilar",20130424,3,data/pdf/10_107_20130424-page3.pdf
10,107,"Barreiro Álvarez,Pilar",20130424,4,data/pdf/10_107_20130424-page4.pdf
10,107,"Barreiro Álvarez,Pilar",20130424,5,data/pdf/10_107_20130424-page5.pdf
10,20,"Barrero López,Jaime Javier",20111128,1,data/pdf/10_20_20111128-page1.pdf
10,20,"Barrero López,Jaime Javier",20111128,2,data/pdf/10_20_20111128-page2.pdf
10,20,"Barrero López,Jaime Javier",20111128,3,data/pdf/10_20_20111128-page3.pdf
10,20,"Barrero López,Jaime Javier",20111128,4,data/pdf/10_20_20111128-page4.pdf
10,20,"Barrero López,Jaime Javier",20111128,5,data/pdf/10_20_20111128-page5.pdf
10,20,"Barrero López,Jaime Javier",20120307,1,data/pdf/10_20_20120307-page1.pdf
10,20,"Barrero López,Jaime Javier",20120307,2,data/pdf/10_20_20120307-page2.pdf
10,20,"Barrero López,Jaime Javier",20120307,3,data/pdf/10_20_20120307-page3.pdf
10,20,"Barrero López,Jaime Javier",20120307,4,data/pdf/10_20_20120307-page4.pdf
10,20,"Barrero López,Jaime Javier",20120307,5,data/pdf/10_20_20120307-page5.pdf
10,330,"Batet Lamaña,Meritxell",20111214,1,data/pdf/10_330_20111214-page1.pdf
10,330,"Batet Lamaña,Meritxell",20111214,2,data/pdf/10_330_20111214-page2.pdf
10,330,"Batet Lamaña,Meritxell",20111214,3,data/pdf/10_330_20111214-page3.pdf
10,330,"Batet Lamaña,Meritxell",20111214,4,data/pdf/10_330_20111214-page4.pdf
10,330,"Batet Lamaña,Meritxell",20111214,5,data/pdf/10_330_20111214-page5.pdf
10,206,"Bedera Bravo,Mario",20111201,1,data/pdf/10_206_20111201-page1.pdf
10,206,"Bedera Bravo,Mario",20111201,2,data/pdf/10_206_20111201-page2.pdf
10,206,"Bedera Bravo,Mario",20111201,3,data/pdf/10_206_20111201-page3.pdf
10,206,"Bedera Bravo,Mario",20111201,4,data/pdf/10_206_20111201-page4.pdf
10,206,"Bedera Bravo,Mario",20111201,5,data/pdf/10_206_20111201-page5.pdf
10,310,"Benegas Haddad,José María",20111207,1,data/pdf/10_310_20111207-page1.pdf
10,310,"Benegas Haddad,José María",20111207,2,data/pdf/10_310_20111207-page2.pdf
10,310,"Benegas Haddad,José María",20111207,3,data/pdf/10_310_20111207-page3.pdf
10,310,"Benegas Haddad,José María",20111207,4,data/pdf/10_310_20111207-page4.pdf
10,310,"Benegas Haddad,José María",20111207,5,data/pdf/10_310_20111207-page5.pdf
10,93,"Beneyto Pérez,José María",20120322,1,data/pdf/10_93_20120322-page1.pdf
10,93,"Beneyto Pérez,José María",20120322,2,data/pdf/10_93_20120322-page2.pdf
10,93,"Beneyto Pérez,José María",20120322,3,data/pdf/10_93_20120322-page3.pdf
10,93,"Beneyto Pérez,José María",20120322,4,data/pdf/10_93_20120322-page4.pdf
10,93,"Beneyto Pérez,José María",20120322,5,data/pdf/10_93_20120322-page5.pdf
10,326,"Bermúdez de Castro Fernández,José Antonio",20111207,1,data/pdf/10_326_20111207-page1.pdf
10,326,"Bermúdez de Castro Fernández,José Antonio",20111207,2,data/pdf/10_326_20111207-page2.pdf
10,326,"Bermúdez de Castro Fernández,José Antonio",20111207,3,data/pdf/10_326_20111207-page3.pdf
10,326,"Bermúdez de Castro Fernández,José Antonio",20111207,4,data/pdf/10_326_20111207-page4.pdf
10,326,"Bermúdez de Castro Fernández,José Antonio",20111207,5,data/pdf/10_326_20111207-page5.pdf
10,278,"Bertomeu Bertomeu,Juan",20120314,1,data/pdf/10_278_20120314-page1.pdf
10,278,"Bertomeu Bertomeu,Juan",20120314,2,data/pdf/10_278_20120314-page2.pdf
10,278,"Bertomeu Bertomeu,Juan",20120314,3,data/pdf/10_278_20120314-page3.pdf
10,278,"Bertomeu Bertomeu,Juan",20120314,4,data/pdf/10_278_20120314-page4.pdf
10,278,"Bertomeu Bertomeu,Juan",20120314,5,data/pdf/10_278_20120314-page5.pdf
10,96,"Blanco López,José",20111201,1,data/pdf/10_96_20111201-page1.pdf
10,96,"Blanco López,José",20111201,2,data/pdf/10_96_20111201-page2.pdf
10,96,"Blanco López,José",20111201,3,data/pdf/10_96_20111201-page3.pdf
10,96,"Blanco López,José",20111201,4,data/pdf/10_96_20111201-page4.pdf
10,96,"Blanco López,José",20111201,5,data/pdf/10_96_20111201-page5.pdf
10,205,"Blanco Terán,Rosa Delia",20111201,1,data/pdf/10_205_20111201-page1.pdf
10,205,"Blanco Terán,Rosa Delia",20111201,2,data/pdf/10_205_20111201-page2.pdf
10,205,"Blanco Terán,Rosa Delia",20111201,3,data/pdf/10_205_20111201-page3.pdf
10,205,"Blanco Terán,Rosa Delia",20111201,4,data/pdf/10_205_20111201-page4.pdf
10,205,"Blanco Terán,Rosa Delia",20111201,5,data/pdf/10_205_20111201-page5.pdf
10,372,"Blanquer Alcaraz,Patricia",20120726,1,data/pdf/10_372_20120726-page1.pdf
10,372,"Blanquer Alcaraz,Patricia",20120726,2,data/pdf/10_372_20120726-page2.pdf
10,372,"Blanquer Alcaraz,Patricia",20120726,3,data/pdf/10_372_20120726-page3.pdf
10,372,"Blanquer Alcaraz,Patricia",20120726,4,data/pdf/10_372_20120726-page4.pdf
10,372,"Blanquer Alcaraz,Patricia",20120726,5,data/pdf/10_372_20120726-page5.pdf
10,372,"Blanquer Alcaraz,Patricia",20130116,1,data/pdf/10_372_20130116-page1.pdf
10,372,"Blanquer Alcaraz,Patricia",20130116,2,data/pdf/10_372_20130116-page2.pdf
10,372,"Blanquer Alcaraz,Patricia",20130116,3,data/pdf/10_372_20130116-page3.pdf
10,372,"Blanquer Alcaraz,Patricia",20130116,4,data/pdf/10_372_20130116-page4.pdf
10,372,"Blanquer Alcaraz,Patricia",20130116,5,data/pdf/10_372_20130116-page5.pdf
10,49,"Blasco Soto,Miriam Guadalupe",20111213,1,data/pdf/10_49_20111213-page1.pdf
10,49,"Blasco Soto,Miriam Guadalupe",20111213,2,data/pdf/10_49_20111213-page2.pdf
10,49,"Blasco Soto,Miriam Guadalupe",20111213,3,data/pdf/10_49_20111213-page3.pdf
10,49,"Blasco Soto,Miriam Guadalupe",20111213,4,data/pdf/10_49_20111213-page4.pdf
10,49,"Blasco Soto,Miriam Guadalupe",20111213,5,data/pdf/10_49_20111213-page5.pdf
10,309,"Bolarín Sánchez,María Dolores",20111207,1,data/pdf/10_309_20111207-page1.pdf
10,309,"Bolarín Sánchez,María Dolores",20111207,2,data/pdf/10_309_20111207-page2.pdf
